Film ID,Film Title,Year of Release,Disability Represented,Category of Disability,Final Location,Final Location State,Final Location Country,Latitude,Longitude
1316,Adolf Hitler: My Part in His Downfall,1971,"Shell Shock, Mental Breakdown",Mental Health Disabilities,East Sussex,England,United Kingdom,40.7269813,-73.7093369
1316,Adolf Hitler: My Part in His Downfall,1971,"Shell Shock, Mental Breakdown",Mental Health Disabilities,Rother,England,United Kingdom,34.0745997,-118.0534304
1316,Adolf Hitler: My Part in His Downfall,1971,"Shell Shock, Mental Breakdown",Mental Health Disabilities,Brighton,England,United Kingdom,38.8939168,-77.0426534
1317,The Life and Death of Peter Sellers,2004,Mental Health Issues,Mental Health Disabilities,London,England,United Kingdom,14.5904492,120.9803621
1317,The Life and Death of Peter Sellers,2004,Mental Health Issues,Mental Health Disabilities,England,England,United Kingdom,15.5439,120.7634
1317,The Life and Death of Peter Sellers,2004,Mental Health Issues,Mental Health Disabilities,Buckinghamshire,Buckinghamshire,United Kingdom,34.0278787,-118.3888493
1317,The Life and Death of Peter Sellers,2004,Mental Health Issues,Mental Health Disabilities,Kingsey,Buckinghamshire,United Kingdom,34.625739,-118.0826393
1317,The Life and Death of Peter Sellers,2004,Mental Health Issues,Mental Health Disabilities,Ruislip,England,United Kingdom,36.728212,-120.666589
1318,The Basketball Diaries,1995,Addiction,Mental Health Disabilities,New York City,New York,United States,36.7014631,-118.755997
1318,The Basketball Diaries,1995,Addiction,Mental Health Disabilities,Bronx,New York,United States,37.3543765,-122.051352
1318,The Basketball Diaries,1995,Addiction,Mental Health Disabilities,New York,New York,United States,34.0536909,-118.242766
1318,The Basketball Diaries,1995,Addiction,Mental Health Disabilities,Hoboken,New Jersey,United States,34.1541437,-118.3372797
1318,The Basketball Diaries,1995,Addiction,Mental Health Disabilities,New Jersey,New Jersey,United States,37.6849808,-121.7670842
1318,The Basketball Diaries,1995,Addiction,Mental Health Disabilities,Queens,New York,United States,38.8939168,-77.0426534
1319,Fear and Loathing in Las Vegas,1998,Addiction,Mental Health Disabilities,Las Vegas,Nevada,United States,38.8939168,-77.0426534
1319,Fear and Loathing in Las Vegas,1998,Addiction,Mental Health Disabilities,Nevada,Nevada,United States,38.8939168,-77.0426534
1319,Fear and Loathing in Las Vegas,1998,Addiction,Mental Health Disabilities,Los Angeles,California,United States,42.5641417,12.6405466
1319,Fear and Loathing in Las Vegas,1998,Addiction,Mental Health Disabilities,California,California,United States,44.6978389,10.6304971
1319,Fear and Loathing in Las Vegas,1998,Addiction,Mental Health Disabilities,Rosemead,California,United States,49.564665,3.620686
1319,Fear and Loathing in Las Vegas,1998,Addiction,Mental Health Disabilities,Red Rock Canyon,Nevada,United States,49.4532854,3.606899
1320,Ben is Back,2018,Addiction,Mental Health Disabilities,Yonkers,New York,United States,38.8939168,-77.0426534
1320,Ben is Back,2018,Addiction,Mental Health Disabilities,New City,New York,United States,38.8939168,-77.0426534
1320,Ben is Back,2018,Addiction,Mental Health Disabilities,Sloatsburg,New York,United States,40.21612,116.23471
1320,Ben is Back,2018,Addiction,Mental Health Disabilities,Larchmont,New York,United States,39.9057136,116.3912972
1320,Ben is Back,2018,Addiction,Mental Health Disabilities,Mamaroneck,New York,United States,22.2793278,114.1628131
1320,Ben is Back,2018,Addiction,Mental Health Disabilities,Garnerville,New York,United States,22.2965739,114.1729841
1320,Ben is Back,2018,Addiction,Mental Health Disabilities,Haverstraw,New York,United States,38.8939168,-77.0426534
1321,"Patrik, Age 1.5",2008,Homophobia,Mental Health Disabilities,Uddevalla,VÃ¤stra GÃ¶taland,Sweden,38.8939168,-77.0426534
1322,Castaway on the Moon,2009,Hikikomori,Mental Health Disabilities,Seoul,,South Korea,35.6812546,139.766706
1322,Castaway on the Moon,2009,Hikikomori,Mental Health Disabilities,Chungju,,South Korea,35.6895,139.69171
1322,Castaway on the Moon,2009,Hikikomori,Mental Health Disabilities,Changwon,,South Korea,35.6808489,139.7682436
1323,Dr. Romantic,2016,Post-traumatic stress disorder (PTSD),Mental Health Disabilities,Goyang,Gyeonggi,South Korea,35.658999,139.7024447
1324,The Void,2016,Mental Health Disabilities,Mental Health Disabilities,Sault Ste. Marie,Ontario,Canada,37.75,102.75
1324,The Void,2016,Mental Health Disabilities,Mental Health Disabilities,Ontario,Ontario,Canada,30.66667,104.06667
1325,Choke,2008,Sex Addiction,Mental Health Disabilities,Cedar Grove,New Jersey,United States,35,105
1325,Choke,2008,Sex Addiction,Mental Health Disabilities,New Jersey,New Jersey,United States,36.0505187,103.8677348
1326,Wrong Turn,2021,Obsessive-Compulsive Disorder,Mental Health Disabilities,Hocking Hills State Park,Ohio,United States,35.5432,106.6608107
1326,Wrong Turn,2021,Obsessive-Compulsive Disorder,Mental Health Disabilities,Ohio,Ohio,United States,31.2323437,121.4691024
1326,Wrong Turn,2021,Obsessive-Compulsive Disorder,Mental Health Disabilities,Cincinnati,Ohio,United States,37.75,102.75
1327,Bad Genius,2017,Anxiety,Mental Health Disabilities,Bangkok,,Thailand,30.66667,104.06667
1327,Bad Genius,2017,Anxiety,Mental Health Disabilities,Thailand,,Thailand,35,105
1327,Bad Genius,2017,Anxiety,Mental Health Disabilities,Sydney,New South Wales,Australia,36.0505187,103.8677348
1327,Bad Genius,2017,Anxiety,Mental Health Disabilities,Australia,,Australia,34.1541437,-118.3372797
1328,311,2011,The film features a character who is experiencing symptoms of post-traumatic stress disorder (PTSD) after witnessing the disaster.,Mental Health Disabilities,Japan,,Japan,36.59889,109.49167
1329,The Act of Killing,2012,Mental Health Disabilities,Mental Health Disabilities,Medan,North Sumatra,Indonesia,,
1329,The Act of Killing,2012,Mental Health Disabilities,Mental Health Disabilities,North Sumatra,North Sumatra,Indonesia,,
1329,The Act of Killing,2012,Mental Health Disabilities,Mental Health Disabilities,Indonesia,,Indonesia,38.8898398,-77.0402691
1330,The Sleep Room,1998,Mental Health Disabilities,Mental Health Disabilities,MontrÃ©al,Quebec,Canada,38.8939168,-77.0426534
1330,The Sleep Room,1998,Mental Health Disabilities,Mental Health Disabilities,Quebec,Quebec,Canada,38.8939168,-77.0426534
1330,The Sleep Room,1998,Mental Health Disabilities,Mental Health Disabilities,Canada,,Canada,38.8938474,-76.9880428
1331,The Killing Room,2009,Mental Health Disabilities,Mental Health Disabilities,Shreveport,Louisiana,United States,42.3677514,-83.072425
1331,The Killing Room,2009,Mental Health Disabilities,Mental Health Disabilities,Louisiana,Louisiana,United States,42.33136,-83.0520837
1331,The Killing Room,2009,Mental Health Disabilities,Mental Health Disabilities,USA,,United States,32.7284713,-97.1120213
1332,Flight From Death,2003,Post-traumatic stress disorder (PTSD),Mental Health Disabilities,,,,,
1333,Rorschach,2022,Sensory Deprivation,Physical Disabilities,Kochi,Kerala,India,40.7372329,-73.862477
1333,Rorschach,2022,Sensory Deprivation,Physical Disabilities,Thrissur,Kerala,India,40.7127281,-74.0060152
1334,City of Life and Death,2009,Mental Health Disabilities,Mental Health Disabilities,Tianjin,Tianjin,China,38.90739,-77.008937
1334,City of Life and Death,2009,Mental Health Disabilities,Mental Health Disabilities,Ninghe District,Tianjin,China,40.8077558,-73.9616141
1335,Snowy Road,2015,Mental Health Disabilities,Mental Health Disabilities,South Korea,,South Korea,40.7127281,-74.0060152
1335,Snowy Road,2015,Mental Health Disabilities,Mental Health Disabilities,,,,40.7372329,-73.862477
1336,Spirits Homecoming,2016,Mental Health Disabilities,Mental Health Disabilities,,,,38.8890042,-77.0408082
1337,I Can Speak,2017,Mental Health Disabilities,Mental Health Disabilities,Busan,South Gyeongsang,South Korea,,
1337,I Can Speak,2017,Mental Health Disabilities,Mental Health Disabilities,South Korea,,South Korea,,
1338,Herstory,2018,Mental Health Disabilities,Mental Health Disabilities,Seoul,,South Korea,,
1339,How We Disappeared,2019,Mental Health Disabilities,Mental Health Disabilities,Singapore,,Singapore,37.5534363,126.9697994
1340,Tomorrow,2022,Mental Health Disabilities,Mental Health Disabilities,,,,36.5748441,139.2394179
1341,Torturing Democracy,2008,Post-Traumatic Stress Disorder (PTSD),Mental Health Disabilities,,,,35.6812546,139.766706
1342,Guardian Angel,2018,"Claustrophobia, Paraplegia, Post Traumatic Stress Syndrome, Depression, Alzheimers Disease, Heart Problems, Brain Cancer, Gastric Cancer",Mental Health Disabilities,Taipei,,Taiwan,35.6895,139.69171
1342,Guardian Angel,2018,"Claustrophobia, Paraplegia, Post Traumatic Stress Syndrome, Depression, Alzheimers Disease, Heart Problems, Brain Cancer, Gastric Cancer",Mental Health Disabilities,Taiwan,,Taiwan,35.6808489,139.7682436
1343,China Beach,1988,Post-Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Burbank,California,United States,,
1343,China Beach,1988,Post-Traumatic Stress Disorder (PTSD),Mental Health Disabilities,California,California,United States,,
1343,China Beach,1988,Post-Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Hawaii,Hawaii,United States,45.5031824,-73.5698065
1344,Kidnapped for Christ,2014,"Mental health issues, behavioral problems",Mental Health Disabilities,Jarabacoa,La Vega,Dominican Republic,52.00017,-71.99907
1344,Kidnapped for Christ,2014,"Mental health issues, behavioral problems",Mental Health Disabilities,Park City,Utah,United States,60.10867,-113.64258
1345,This Is Paris,2020,"Mental health issues, behavioral problems",Mental Health Disabilities,United States,,United States,46.7929701,-71.3845987
1346,Hell Camp: Teen Nightmare,2023,"Mental health issues, behavioral problems",Mental Health Disabilities,,,,40.21612,116.23471
1347,"The Program: Cons, Cults, and Kidnapping",2024,"Mental health issues, behavioral problems",Mental Health Disabilities,,,,39.9057136,116.3912972
1348,Grandpas Great Escape,2018,Alzheimers disease,Neurological Disabilities,Ayrshire,Scotland,United Kingdom,38.8939168,-77.0426534
1348,Grandpas Great Escape,2018,Alzheimers disease,Neurological Disabilities,Glasgow,Scotland,United Kingdom,36.59889,109.49167
1348,Grandpas Great Escape,2018,Alzheimers disease,Neurological Disabilities,Ardrossan,Scotland,United Kingdom,27.6662087,111.7487063
1348,Grandpas Great Escape,2018,Alzheimers disease,Neurological Disabilities,Troon,Scotland,United Kingdom,37.75,102.75
1349,The Icelandic Dream,2000,Dyslexia,Cognitive & Intellectual Disabilities,Reykjavik,,Iceland,30.66667,104.06667
1349,The Icelandic Dream,2000,Dyslexia,Cognitive & Intellectual Disabilities,Iceland,,Iceland,35,105
1350,The Dumping Ground,2013,"Down Syndrome, Cerebral Palsy, Dyslexia, Bipolar Disorder, Diabetes, Dwarfism, ADHD",Mental Health Disabilities,Newcastle upon Tyne,England,United Kingdom,36.0505187,103.8677348
1350,The Dumping Ground,2013,"Down Syndrome, Cerebral Palsy, Dyslexia, Bipolar Disorder, Diabetes, Dwarfism, ADHD",Mental Health Disabilities,England,England,United Kingdom,38.8939168,-77.0426534
1350,The Dumping Ground,2013,"Down Syndrome, Cerebral Palsy, Dyslexia, Bipolar Disorder, Diabetes, Dwarfism, ADHD",Mental Health Disabilities,UK,,United Kingdom,1.357107,103.8194992
1351,This England,2022,Autism,Neurological Disabilities,Bradford,England,United Kingdom,4.5693754,102.2656823
1351,This England,2022,Autism,Neurological Disabilities,Keighley,England,United Kingdom,57.1166803,8.6064983
1351,This England,2022,Autism,Neurological Disabilities,Hartlepool,England,United Kingdom,46.8137431,-71.2084061
1351,This England,2022,Autism,Neurological Disabilities,London,England,United Kingdom,46.8183175,-71.2143518
1351,This England,2022,Autism,Neurological Disabilities,Daisy Hill,England,United Kingdom,34.1428827,-118.0292409
1352,Freaks (1932 film),1932,"Various disabilities including dwarfism, albinism, microcephaly, and conjoined twins.",Physical Disabilities,Los Angeles,California,United States,34.625739,-118.0826393
1352,Freaks (1932 film),1932,"Various disabilities including dwarfism, albinism, microcephaly, and conjoined twins.",Physical Disabilities,California,California,United States,36.728212,-120.666589
1353,Lessons in Dissent,2014,Dyslexia,Cognitive & Intellectual Disabilities,Hong Kong,Hong Kong,China,36.7014631,-118.755997
1354,Joshua: Teenager vs. Superpower,2017,Dyslexia,Cognitive & Intellectual Disabilities,Hong Kong,Hong Kong,China,37.3543765,-122.051352
1355,Ghostbusters: The Video Game,2009,Dyslexia,Cognitive & Intellectual Disabilities,New York City,New York,United States,34.0278787,-118.3888493
1356,Devils Playground,2010,Dyslexia,Cognitive & Intellectual Disabilities,Borehamwood,England,United Kingdom,40.714082,-74.003115
1356,Devils Playground,2010,Dyslexia,Cognitive & Intellectual Disabilities,England,England,United Kingdom,33.760599,-118.136229
1357,Borders,2017,Dyslexia,Cognitive & Intellectual Disabilities,Senegal,Florida,Senegal,38.6983526,-90.2912884
1358,"My Neighbor, Charles",2015,Dyslexia,Cognitive & Intellectual Disabilities,Los Angeles,California,United States,34.0723044,-118.403509
1358,"My Neighbor, Charles",2015,Dyslexia,Cognitive & Intellectual Disabilities,California,California,United States,38.8939168,-77.0426534
1358,"My Neighbor, Charles",2015,Dyslexia,Cognitive & Intellectual Disabilities,USA,,United States,38.8898398,-77.0402691
1359,1965,2015,Dyslexia,Cognitive & Intellectual Disabilities,Singapore,,Singapore,38.8939168,-77.0426534
1360,The Tale of Cross-eyed Lefty from Tula and the Steel Flea,2000,Left-handedness,Physical Disabilities,Tula,Tula Oblast,Russia,38.8939168,-77.0426534
1360,The Tale of Cross-eyed Lefty from Tula and the Steel Flea,2000,Left-handedness,Physical Disabilities,,,,38.8938474,-76.9880428
1361,Jamies Dream School,2011,Learning Disabilities,Cognitive & Intellectual Disabilities,Jami's Dream School,Greater London,United Kingdom,,
1361,Jamies Dream School,2011,Learning Disabilities,Cognitive & Intellectual Disabilities,,,,34.625739,-118.0826393
1362,Jamie Olivers Food Revolution,2010,Obesity,Chronic Illnesses & Conditions,Huntington,West Virginia,United States,36.728212,-120.666589
1362,Jamie Olivers Food Revolution,2010,Obesity,Chronic Illnesses & Conditions,West Virginia,West Virginia,United States,36.7014631,-118.755997
1362,Jamie Olivers Food Revolution,2010,Obesity,Chronic Illnesses & Conditions,Los Angeles,California,United States,37.3543765,-122.051352
1362,Jamie Olivers Food Revolution,2010,Obesity,Chronic Illnesses & Conditions,California,California,United States,40.7372329,-73.862477
1363,The Three Lives of Thomasina,1963,Dyslexia,Cognitive & Intellectual Disabilities,Inveraray,Argyll and Bute,Scotland,40.7127281,-74.0060152
1363,The Three Lives of Thomasina,1963,Dyslexia,Cognitive & Intellectual Disabilities,Argyll and Bute,Argyll and Bute,Scotland,38.90739,-77.008937
1363,The Three Lives of Thomasina,1963,Dyslexia,Cognitive & Intellectual Disabilities,Scotland,Scotland,United Kingdom,40.8077558,-73.9616141
1363,The Three Lives of Thomasina,1963,Dyslexia,Cognitive & Intellectual Disabilities,Pinewood Studios,Buckinghamshire,England,42.5831612,-70.9318791
1363,The Three Lives of Thomasina,1963,Dyslexia,Cognitive & Intellectual Disabilities,Iver Heath,Buckinghamshire,England,1.08333,104.05
1363,The Three Lives of Thomasina,1963,Dyslexia,Cognitive & Intellectual Disabilities,Buckinghamshire,Buckinghamshire,England,37.5534363,126.9697994
1363,The Three Lives of Thomasina,1963,Dyslexia,Cognitive & Intellectual Disabilities,England,England,United Kingdom,36.5748441,139.2394179
1364,Between the Lions,2000,Learning Disability,Cognitive & Intellectual Disabilities,,,,35.0731494,128.8338087
1365,Cradle Will Rock,1999,Dyslexia,Cognitive & Intellectual Disabilities,New York City,New York,United States,35.0607361,126.8271986
1365,Cradle Will Rock,1999,Dyslexia,Cognitive & Intellectual Disabilities,New York,New York,United States,35.6812546,139.766706
1366,Americas Next Top Model,2009,Dyslexia,Cognitive & Intellectual Disabilities,Los Angeles,California,United States,35.6895,139.69171
1366,Americas Next Top Model,2009,Dyslexia,Cognitive & Intellectual Disabilities,Las Vegas,Nevada,United States,35.6808489,139.7682436
1367,Eternal Summer,2006,Attention Deficit Hyperactivity Disorder (ADHD),Neurological Disabilities,Taipei,,Taiwan,36.5748441,139.2394179
1367,Eternal Summer,2006,Attention Deficit Hyperactivity Disorder (ADHD),Neurological Disabilities,Taiwan,,Taiwan,37.5534363,126.9697994
1368,Everybodys Business,2013,"Various disabilities are represented, including physical disabilities, intellectual disabilities, and mental health disabilities.",,Singapore,,Singapore,36.638392,127.6961188
1369,Mr. Toilet,2019,Attention-deficit hyperactivity disorder (ADHD),Neurological Disabilities,,,,,
1370,The 11th Hour,2007,Attention-Deficit/Hyperactivity Disorder (ADHD),Neurological Disabilities,,,,52.9089585,-3.8335244
1371,Dalai Lama Renaissance,,Attention-Deficit/Hyperactivity Disorder (ADHD),Neurological Disabilities,,,,52.4144637,-4.0685073
1372,Crude Impact,,Attention-Deficit/Hyperactivity Disorder (ADHD),Neurological Disabilities,,,,54.7023545,-3.2765753
1373,Heist: Who Stole the American Dream?,2011,Attention-Deficit/Hyperactivity Disorder (ADHD),Neurological Disabilities,,,,,
1374,Hoarders,2009,Compulsive Hoarding Disorder,Mental Health Disabilities,New York City,New York,USA,,
1374,Hoarders,2009,Compulsive Hoarding Disorder,Mental Health Disabilities,,,,53.0712302,-4.0741732
1375,Underground: The Julian Assange Story,2012,Attention Deficit Hyperactivity Disorder (ADHD),Neurological Disabilities,Melbourne,Victoria,Australia,52.9134555,-4.0993672
1375,Underground: The Julian Assange Story,2012,Attention Deficit Hyperactivity Disorder (ADHD),Neurological Disabilities,Tecoma,Victoria,Australia,,
1376,Lesbian Space Princess,2024,Attention Deficit Hyperactivity Disorder (ADHD),Neurological Disabilities,South Australia,South Australia,Australia,52.833333,-3.916667
1376,Lesbian Space Princess,2024,Attention Deficit Hyperactivity Disorder (ADHD),Neurological Disabilities,Australia,,Australia,46.0163781,-112.5355377
1377,Residente,2017,"Autism, Attention Deficit Hyperactivity Disorder (ADHD)",Neurological Disabilities,,,,47.3752671,-109.638757
1378,The Last Mountain,2011,Spasmodic Dysphonia,Neurological Disabilities,Appalachian Mountains,North Carolina,United States,39.3107094,-119.6487067
1378,The Last Mountain,2011,Spasmodic Dysphonia,Neurological Disabilities,West Virginia,West Virginia,United States,39.2554073,-121.0324474
1379,Trace Amounts,,Autism,Neurological Disabilities,Chester Springs,Pennsylvania,United States,29.15698,120.31478
1379,Trace Amounts,,Autism,Neurological Disabilities,Pennsylvania,Pennsylvania,United States,29.26778,120.22528
1380,Ice Age: The Meltdown,2006,Asperger Syndrome,Neurological Disabilities,Los Angeles,California,United States,,
1381,Ice Age: Continental Drift,2012,Asperger Syndrome,Neurological Disabilities,Los Angeles,California,United States,14.4389408,120.950115
1381,Ice Age: Continental Drift,2012,Asperger Syndrome,Neurological Disabilities,Greenwich,England,United Kingdom,,
1381,Ice Age: Continental Drift,2012,Asperger Syndrome,Neurological Disabilities,Connecticut,Connecticut,United States,15.5439,120.7634
1382,Last Night in Soho,2021,ADHD,Neurological Disabilities,London,England,United Kingdom,37.75,102.75
1383,Tell Me How I Die,2016,Attention Deficit Hyperactivity Disorder (ADHD),Neurological Disabilities,Los Angeles,California,United States,30.66667,104.06667
1383,Tell Me How I Die,2016,Attention Deficit Hyperactivity Disorder (ADHD),Neurological Disabilities,California,California,United States,35,105
1384,The Resurrection of Jake the Snake,2015,Addiction,Mental Health Disabilities,,,,36.0505187,103.8677348
1385,Scoob!,2020,Sensory Disabilities,Physical Disabilities,Los Angeles,California,United States,38.8939168,-77.0426534
1385,Scoob!,2020,Sensory Disabilities,Physical Disabilities,Montreal,Quebec,Canada,38.8939168,-77.0426534
1386,Sacramento,2024,Chronic Illnesses and Conditions,Chronic Illnesses & Conditions,Sacramento,California,United States,1.357107,103.8194992
1386,Sacramento,2024,Chronic Illnesses and Conditions,Chronic Illnesses & Conditions,Pollock Pines,California,United States,38.8939168,-77.0426534
1386,Sacramento,2024,Chronic Illnesses and Conditions,Chronic Illnesses & Conditions,Los Angeles,California,United States,38.8939168,-77.0426534
1386,Sacramento,2024,Chronic Illnesses and Conditions,Chronic Illnesses & Conditions,Santa Clarita,California,United States,34.0536909,-118.242766
1386,Sacramento,2024,Chronic Illnesses and Conditions,Chronic Illnesses & Conditions,Pomona,California,United States,34.625739,-118.0826393
1387,Wildwood,2025,Physical Disabilities,Physical Disabilities,,,,36.728212,-120.666589
1388,Toys,1992,Intellectual and Developmental Disabilities,Mental Health Disabilities,Rosalia,Washington,United States,36.7014631,-118.755997
1388,Toys,1992,Intellectual and Developmental Disabilities,Mental Health Disabilities,Washington,District of Columbia,United States,37.3543765,-122.051352
1388,Toys,1992,Intellectual and Developmental Disabilities,Mental Health Disabilities,Los Angeles,California,United States,38.7501372,-77.4728139
1388,Toys,1992,Intellectual and Developmental Disabilities,Mental Health Disabilities,California,California,United States,,
1389,Small Soldiers,1998,Intellectual and Developmental Disabilities,Mental Health Disabilities,Orange,California,United States,48.0722205,-122.7672051
1389,Small Soldiers,1998,Intellectual and Developmental Disabilities,Mental Health Disabilities,California,California,United States,48.133358,-122.7735897
1389,Small Soldiers,1998,Intellectual and Developmental Disabilities,Mental Health Disabilities,Burbank,California,United States,47.5617466,-122.624913
1389,Small Soldiers,1998,Intellectual and Developmental Disabilities,Mental Health Disabilities,Universal City,California,United States,42.5891757,-70.9913607
1390,The Animal,2001,Mental Health Disabilities,Mental Health Disabilities,Santa Clarita,California,United States,42.3582529,-71.0966272
1390,The Animal,2001,Mental Health Disabilities,Mental Health Disabilities,California,California,United States,42.1963502,-73.3614441
1390,The Animal,2001,Mental Health Disabilities,Mental Health Disabilities,Agoura Hills,California,United States,,
1390,The Animal,2001,Mental Health Disabilities,Mental Health Disabilities,Calistoga,California,United States,41.8933203,12.4829321
1390,The Animal,2001,Mental Health Disabilities,Mental Health Disabilities,Sonoma,California,United States,44.8797424,13.847432
1391,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,Autism,Neurological Disabilities,New York City,New York,United States,48.8588897,2.320041
1392,Hotel Transylvania,2012,Sensory Disabilities,Physical Disabilities,Culver City,California,United States,48.830919,2.376158
1392,Hotel Transylvania,2012,Sensory Disabilities,Physical Disabilities,California,California,United States,47.99998,2.731659
1393,The Lego Movie,2014,Physical Disabilities,Physical Disabilities,Sydney,New South Wales,Australia,46.603354,1.8883335
1394,The Lego Movie 2: The Second Part,2019,Physical Disabilities,Physical Disabilities,Sydney,New South Wales,Australia,38.8939168,-77.0426534
1395,The Willoughbys,2020,Cognitive & Intellectual Disabilities,Cognitive & Intellectual Disabilities,Burnaby,British Columbia,Canada,43.663462,-79.3977597
1396,The Croods: A New Age,2020,Physical Disabilities,Physical Disabilities,,,,43.7229765,-79.5437186
1397,The Mitchells vs. the Machines,2021,Mental Health Disabilities,Mental Health Disabilities,Silicon Valley,California,United States,43.734014,-77.7073563
1397,The Mitchells vs. the Machines,2021,Mental Health Disabilities,Mental Health Disabilities,California,California,United States,50.3055319,-89.0319152
1397,The Mitchells vs. the Machines,2021,Mental Health Disabilities,Mental Health Disabilities,Kentwood,Michigan,United States,43.6676565,-79.3946988
1397,The Mitchells vs. the Machines,2021,Mental Health Disabilities,Mental Health Disabilities,Michigan,Michigan,United States,34.0616262,-117.6495909
1398,The Magicians Elephant,2023,Physical Disabilities,Physical Disabilities,Sydney,New South Wales,Australia,40.7372329,-73.862477
1399,Vacation Friends 2,2023,Physical Disabilities,Physical Disabilities,Kailua,Hawaii,United States,40.7127281,-74.0060152
1399,Vacation Friends 2,2023,Physical Disabilities,Physical Disabilities,Hawaii,Hawaii,United States,38.90739,-77.008937
1400,Step Brothers,2008,Learning Disability,Cognitive & Intellectual Disabilities,South Pasadena,California,United States,40.8077558,-73.9616141
1400,Step Brothers,2008,Learning Disability,Cognitive & Intellectual Disabilities,Arcadia,California,United States,38.8939168,-77.0426534
1400,Step Brothers,2008,Learning Disability,Cognitive & Intellectual Disabilities,Altadena,California,United States,,
1400,Step Brothers,2008,Learning Disability,Cognitive & Intellectual Disabilities,Los Angeles,California,United States,,
1401,Catching the Big Fish,2013,Post Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Wetumpka,Alabama,United States,40.21612,116.23471
1401,Catching the Big Fish,2013,Post Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Alabama,Alabama,United States,39.9057136,116.3912972
1402,David Wants to Fly,2010,Post Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Berlin,,Germany,38.8939168,-77.0426534
1402,David Wants to Fly,2010,Post Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Hannover,Lower Saxony,Germany,39,115.66667
1402,David Wants to Fly,2010,Post Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Fairfield,Ohio,United States,53.0898943,7.3869777
1402,David Wants to Fly,2010,Post Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Iowa,Iowa,United States,43.663462,-79.3977597
1402,David Wants to Fly,2010,Post Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Vlodrop,Limburg,Netherlands,43.7229765,-79.5437186
1402,David Wants to Fly,2010,Post Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Seelisberg,Uri,Switzerland,-41.5000831,172.8344077
1402,David Wants to Fly,2010,Post Traumatic Stress Disorder (PTSD),Mental Health Disabilities,Switzerland,Obwalden,Switzerland,34.0536909,-118.242766
1403,Mindreaders,1997,Autism,Neurological Disabilities,Burbank,California,United States,34.625739,-118.0826393
1403,Mindreaders,1997,Autism,Neurological Disabilities,California,California,United States,36.728212,-120.666589
1404,The Flor Contemplacion Story,1995,Epilepsy,Neurological Disabilities,Pagsanjan,Laguna,Philippines,36.7014631,-118.755997
1404,The Flor Contemplacion Story,1995,Epilepsy,Neurological Disabilities,Mandaluyong City,,Philippines,37.3543765,-122.051352
1405,Whispers of the Dead,2014,Epilepsy,Neurological Disabilities,,,,39.7837304,-100.445882
1406,The Mad Womens Ball,2021,Hysteria,Mental Health Disabilities,Paris,ÃŽle-de-France,France,40.7269813,-73.7093369
1406,The Mad Womens Ball,2021,Hysteria,Mental Health Disabilities,,,,34.0745997,-118.0534304
1407,Dreamchild,1985,Stuttering,Physical Disabilities,Liverpool,Merseyside,United Kingdom,37.3235544,-122.0395379
1407,Dreamchild,1985,Stuttering,Physical Disabilities,Merseyside,Merseyside,United Kingdom,22.298872,114.1741181
1408,The Silenced,2015,"The film features a character with a chronic illness, Ju-ran, who is initially depicted as sickly and weak.",Chronic Illnesses & Conditions,Daejeon,South Chungcheong Province,South Korea,22.2793278,114.1628131
1408,The Silenced,2015,"The film features a character with a chronic illness, Ju-ran, who is initially depicted as sickly and weak.",Chronic Illnesses & Conditions,South Korea,,South Korea,22.2965739,114.1729841
1408,The Silenced,2015,"The film features a character with a chronic illness, Ju-ran, who is initially depicted as sickly and weak.",Chronic Illnesses & Conditions,Daegu,North Gyeongsang Province,South Korea,38.8939168,-77.0426534
1408,The Silenced,2015,"The film features a character with a chronic illness, Ju-ran, who is initially depicted as sickly and weak.",Chronic Illnesses & Conditions,Yeongnam,,South Korea,40.21612,116.23471
1409,Snowden,2016,Epilepsy,Neurological Disabilities,Hong Kong,Hong Kong,China,39.9057136,116.3912972
1409,Snowden,2016,Epilepsy,Neurological Disabilities,Moscow,Moscow,Russia,49.2608724,-123.113952
1409,Snowden,2016,Epilepsy,Neurological Disabilities,Hawaii,Hawaii,United States,49.2578314,-123.246242
1409,Snowden,2016,Epilepsy,Neurological Disabilities,Munich,Bavaria,Germany,49.2443509,-123.1230298
1410,The Exorcism of Emily Rose,2005,Demonic Possession,Mental Health Disabilities,Los Angeles,California,United States,25.5969683,100.2468841
1410,The Exorcism of Emily Rose,2005,Demonic Possession,Mental Health Disabilities,California,California,United States,38.8939168,-77.0426534
1410,The Exorcism of Emily Rose,2005,Demonic Possession,Mental Health Disabilities,La Mirada,California,United States,,
1411,Beyond the Hills,2012,Demonic Possession,Mental Health Disabilities,Romania,,Romania,31.2323437,121.4691024
1412,Amsterdam,2022,"Epilepsy, Nerve Disease",Neurological Disabilities,Los Angeles,California,United States,48.1460661,17.1102309
